timestamp,simple-path,time
"2022-04-06 19:22:23.246","/master/welcome",8029
"2022-04-06 19:22:26.929","/any/quantity/list-all-toolkits",3230
"2022-04-06 19:22:30.756","/any/quantity/show",2136
"2022-04-06 19:22:31.754","/master/welcome",497
"2022-04-06 19:22:36.723","/master/welcome",507
"2022-04-06 19:22:38.144","/any/item/list-all-tools",1168
"2022-04-06 19:22:41.417","/any/item/show",1664
"2022-04-06 19:22:42.454","/master/welcome",526
"2022-04-06 19:22:43.794","/any/item/list-all-tools",568
"2022-04-06 19:22:45.929","/any/item/show",560
"2022-04-06 19:22:49.479","/master/welcome",586
"2022-04-06 19:22:49.982","/master/welcome",472
"2022-04-06 19:22:52.4","/master/sign-in",2197
"2022-04-06 19:22:54.25","/master/welcome",596
"2022-04-06 19:22:55.129","/any/item/list-all-tools",578
"2022-04-06 19:22:57.244","/any/item/show",1108
"2022-04-06 19:22:58.29","/master/welcome",542
"2022-04-06 19:22:58.995","/master/welcome",551
"2022-04-06 19:23:01.787","/master/welcome",709
"2022-04-06 19:23:02.3","/master/welcome",484
"2022-04-06 19:23:03.056","/master/sign-in",560
"2022-04-06 19:23:04.313","/master/welcome",551
"2022-04-06 19:23:05.68","/any/item/list-all-tools",564
"2022-04-06 19:23:07.765","/any/item/show",560
"2022-04-06 19:23:08.83","/master/welcome",540
"2022-04-06 19:23:09.579","/master/welcome",579
"2022-04-06 19:23:14.65","/master/welcome",686
"2022-04-06 19:23:15.63","/master/welcome",950
"2022-04-06 19:23:17.072","/master/sign-in",706
"2022-04-06 19:23:18.4","/master/welcome",565
"2022-04-06 19:23:19.202","/any/quantity/list-all-toolkits",555
"2022-04-06 19:23:23.691","/master/welcome",827
"2022-04-06 19:23:24.379","/master/welcome",657
"2022-04-06 19:23:25.664","/master/sign-in",566
"2022-04-06 19:23:27.007","/master/welcome",582
"2022-04-06 19:23:27.906","/any/item/list-all-tools",637
"2022-04-06 19:23:29.943","/any/item/show",560
"2022-04-06 19:23:30.893","/master/welcome",453
"2022-04-06 19:23:32.172","/master/welcome",582
"2022-04-06 19:23:37.133","/master/welcome",693
"2022-04-06 19:23:37.672","/master/welcome",508
"2022-04-06 19:23:39.2","/master/sign-in",836
"2022-04-06 19:23:40.571","/master/welcome",552
"2022-04-06 19:23:41.937","/any/quantity/list-all-toolkits",565
"2022-04-06 19:23:45.808","/any/quantity/show",560
"2022-04-06 19:23:46.694","/master/welcome",410
"2022-04-06 19:23:47.937","/master/welcome",561
"2022-04-06 19:23:53.015","/master/welcome",801
"2022-04-06 19:23:53.486","/master/welcome",439
"2022-04-06 19:23:54.758","/master/sign-in",586
"2022-04-06 19:23:56.282","/master/welcome",567
"2022-04-06 19:23:57.634","/inventor/item/list-all-mine-components",1088
"2022-04-06 19:23:59.678","/inventor/item/show",1089
"2022-04-06 19:24:00.867","/master/welcome",659
"2022-04-06 19:24:01.638","/master/welcome",564
"2022-04-06 19:24:06.465","/master/welcome",508
"2022-04-06 19:24:06.951","/master/welcome",459
"2022-04-06 19:24:08.224","/master/sign-in",592
"2022-04-06 19:24:09.6","/master/welcome",555
"2022-04-06 19:24:10.437","/any/item/list-all-tools",556
"2022-04-06 19:24:12.718","/any/item/show",784
"2022-04-06 19:24:13.838","/master/welcome",625
"2022-04-06 19:24:14.547","/master/welcome",553
"2022-04-06 19:24:17.081","/master/welcome",457
"2022-04-06 19:24:17.54","/master/welcome",427
"2022-04-06 19:24:18.797","/master/sign-in",570
"2022-04-06 19:24:20.798","/master/welcome",551
"2022-04-06 19:24:21.629","/any/item/list-all-tools",554
"2022-04-06 19:24:23.693","/any/item/show",566
"2022-04-06 19:24:24.965","/master/welcome",760
"2022-04-06 19:24:26.264","/master/welcome",566
"2022-04-06 19:24:31.158","/master/welcome",620
"2022-04-06 19:24:31.867","/master/welcome",678
"2022-04-06 19:24:33.299","/master/sign-in",1265
"2022-04-06 19:24:34.88","/master/welcome",580
"2022-04-06 19:24:36.013","/any/quantity/list-all-toolkits",582
"2022-04-06 19:24:39.82","/any/quantity/show",593
"2022-04-06 19:24:40.685","/master/welcome",383
"2022-04-06 19:24:41.979","/master/welcome",603
"2022-04-06 19:24:46.808","/master/welcome",486
"2022-04-06 19:24:47.643","/master/welcome",803
"2022-04-06 19:24:48.955","/master/sign-in",1143
"2022-04-06 19:24:50.571","/master/welcome",583
"2022-04-06 19:24:51.915","/any/item/list-all-tools",559
"2022-04-06 19:24:53.985","/any/item/show",559
"2022-04-06 19:24:55.613","/master/welcome",889
"2022-04-06 19:24:56.347","/master/welcome",563
"2022-04-06 19:24:58.904","/master/welcome",476
"2022-04-06 19:24:59.424","/master/welcome",477
"2022-04-06 19:25:00.697","/master/sign-in",564
"2022-04-06 19:25:02.876","/master/welcome",703
"2022-04-06 19:25:04.225","/any/item/list-all-tools",557
"2022-04-06 19:25:06.282","/any/item/show",550
"2022-04-06 19:25:07.522","/master/welcome",725
"2022-04-06 19:25:08.26","/master/welcome",570
"2022-04-06 19:25:14.14","/master/welcome",794
"2022-04-06 19:25:16.418","/master/welcome",2237
"2022-04-06 19:25:18.659","/master/sign-in",1197
"2022-04-06 19:25:22.349","/master/welcome",1656
"2022-04-06 19:25:24.44","/any/quantity/list-all-toolkits",1108
"2022-04-06 19:25:31.25","/master/welcome",873
"2022-04-06 19:25:31.836","/master/welcome",552
"2022-04-06 19:25:33.611","/anonymous/user-account/create",1607
"2022-04-06 19:25:36.002","/master/welcome",579
"2022-04-06 19:25:38.505","/master/welcome",426
"2022-04-06 19:25:39.214","/master/sign-in",555
"2022-04-06 19:25:40.465","/master/welcome",571
"2022-04-06 19:25:40.891","/master/welcome",366
"2022-04-06 19:25:41.611","/master/welcome",561
"2022-04-06 19:25:44.126","/master/welcome",413
"2022-04-06 19:25:44.595","/master/welcome",437
"2022-04-06 19:25:45.834","/anonymous/user-account/create",562
"2022-04-06 19:25:48.653","/master/welcome",556
"2022-04-06 19:25:51.138","/master/welcome",411
"2022-04-06 19:25:51.846","/master/sign-in",553
"2022-04-06 19:25:53.091","/master/welcome",556
"2022-04-06 19:25:53.536","/master/welcome",384
"2022-04-06 19:25:54.242","/master/welcome",551
"2022-04-06 19:25:56.754","/master/welcome",408
"2022-04-06 19:25:57.222","/master/welcome",438
"2022-04-06 19:25:58.48","/anonymous/user-account/create",560
