timestamp,test-class,test-method,time,description,result
"2022-04-10 19:40:22.034","acme.testing.anonymous.toolkit.AnonymousToolkitListAllTest","positiveTest",8039,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01, price=EUR 100.00"","OK"
"2022-04-10 19:40:30.69","acme.testing.anonymous.item.AnonymousToolListAllTest","positiveTest",5593,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-10 19:40:35.198","acme.testing.anonymous.item.AnonymousToolListAllTest","positiveTest",3954,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-10 19:40:51.294","acme.testing.administrator.item.AdministratorToolListAllTest","positiveTest",11383,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-10 19:41:01.214","acme.testing.administrator.item.AdministratorToolListAllTest","positiveTest",9418,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-10 19:41:14.771","acme.testing.administrator.toolkit.AdministratorToolkitListAllTest","positiveTest",10555,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01, price=EUR 100.00"","OK"
"2022-04-10 19:41:27.416","acme.testing.patron.item.PatronToolListAllTest","positiveTest",9735,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-10 19:41:36.479","acme.testing.patron.item.PatronToolListAllTest","positiveTest",8558,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-10 19:41:49.892","acme.testing.patron.toolkit.PatronToolkitListAllTest","positiveTest",10396,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01, price=EUR 100.00"","OK"
"2022-04-10 19:42:03.52","acme.testing.inventor.item.InventorComponentListMineTest","positiveTest",10843,""[1] recordIndex=0, name=Component 02, code=BCD-234-Z, technology=Technology 4, description=Description of component 2, retailPrice=EUR 3.50, link=https://www.example.com, type=COMPONENT"","OK"
"2022-04-10 19:42:14.995","acme.testing.inventor.item.InventorToolListAllTest","positiveTest",8606,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-10 19:42:24.765","acme.testing.inventor.item.InventorToolListAllTest","positiveTest",9232,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-10 19:42:37.937","acme.testing.inventor.toolkit.InventorToolkitListAllTest","positiveTest",10432,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01, price=EUR 100.00"","OK"
"2022-04-10 19:42:49.868","acme.testing.authenticated.item.AuthenticatedToolListAllTest","positiveTest",9263,""[1] recordIndex=0, name=Tool 01, code=ABC-123, technology=Technology 1, description=Description of tool 1, retailPrice=EUR 20.00, link=null, type=TOOL"","OK"
"2022-04-10 19:42:59.513","acme.testing.authenticated.item.AuthenticatedToolListAllTest","positiveTest",9153,""[2] recordIndex=1, name=Tool 02, code=ABC-123-A, technology=Technology 2, description=Description of tool 2, retailPrice=EUR 40.00, link=https://www.example.com, type=TOOL"","OK"
"2022-04-10 19:43:12.449","acme.testing.authenticated.toolkit.AuthenticatedToolkitListAllTest","positiveTest",10106,""[1] recordIndex=0, title=Title 1, code=ABC-123, published=true, description=Description 1, link=null, assemblyNotes=Assembly Notes 1, reference=Component 01, price=EUR 100.00"","OK"
